odiNumber,manufacturer,crash,fire,numberOfInjuries,numberOfDeaths,dateOfIncident,dateComplaintFiled,vin,components,summary,type,productYear,productMake,productModel
11639297,honda (american honda motor co.),false,false,0,0,,,5J8TC2H57KL,unknown or other,rear windshield glass unexpectedly shattered while i started it up inside the garage,vehicle,2019,acura,rdx
11639328,honda (american honda motor co.),false,false,0,0,,,5J8TC2H61KL,"electrical system,unknown or other,visibility/wiper",problem with rear back mirror defects after so long my back window shattered with no reason,vehicle,2019,acura,rdx
11639334,honda (american honda motor co.),false,false,0,0,,,5J8TC2H52KL,unknown or other,el cristal de mi guagua de la parte trasera se me ha explotado 4 veces y me informa que es algo de fábrica con la guagua de este año necesito ya una ayuda urgente porque mi seguro de carro me ha subido debido ah tanto reporte por este caso,vehicle,2019,acura,rdx
11639516,honda (american honda motor co.),false,false,0,0,,,5J8TC2H78KL,visibility/wiper,rear window spontaneously shattered on a day i didnt operate the vehicle at all  the previous week was abnormally cold in maryland but the day of the incident it was mild in the 40s  the window shattered midmorning as the sun was shining on the rear of the car,vehicle,2019,acura,rdx
11638777,honda (american honda motor co.),false,false,0,0,,,5J8TC1H32KL,visibility/wiper,november 2022 my rear window shattered while parked in my parents driveway  did not know what happened so i called my insurance company state farm they came out a few days later to replace it  i reported it to my dealership and they said they have never heard of that happening before  december 2024 my rear window shattered again while sitting in my garage this time i called american honda  i made a complaint with them and told them this has happened before and they need to correct it they told me they have never heard of this happening and i needed to report it to my dealership  again i reported to the dealership and they told me the same thing  my insurance covered the cost of the repair twice  im following other acura rdx owners who are having this same issue on facebook  honda needs to recall these cars because this is a safety issue that needs to be correct  there is also a class action lawsuit against american honda,vehicle,2019,acura,rdx
11638969,honda (american honda motor co.),false,false,0,0,,,5J8TC2H34KL,unknown or other,the back window of the rdx randomly shattered i  had just finished pumping gas closed the door and the window shattered  i had to drive home with a hole in my back window with glass falling as i drove i took it to the dealer and was told because my cars warranty had expired  i had to pay 1200 and i had to wait six days before it could be fixed  however i was told this is a manufacturer defeat  that has to do with the defrost system the dealer never looked at the damage i had to go through my  insurance company there was no warning that this would happen i had to go online to gain knowledge that this is a recurring issue with rdxs from 20192023 i should not have to put out any money for what is an acura defect,vehicle,2019,acura,rdx
11638664,honda (american honda motor co.),false,false,0,0,,,5J8TC2H51KL,visibility/wiper,rear windshield spontaneously shattered while parked,vehicle,2019,acura,rdx
11638384,honda (american honda motor co.),false,false,0,0,,,5J8TC2H63KL,visibility/wiper,want this documented as it was not previously back in 2022 when the glass shattered the first time  a very cold january day in 2022 used auto start and defroster came out of work whole back window was shattered got in vehicle shut door glass fell in and went everywhere  drove home with giant whole in back window about 8 miles and immediately put vehicle in garage  called acura customer relations was informed they have never heard of this happening received a case heard nothing after and never was notified of any tsbs both times vehicle was under warrantyextended warranty,vehicle,2019,acura,rdx
11637623,honda (american honda motor co.),false,false,0,0,,,5J8TC2H54KL,visibility/wiper,rear window in lift gate shattered upon normal door closure glass shards in the door,vehicle,2019,acura,rdx
11637395,honda (american honda motor co.),false,false,0,0,,,5J8TC1H61KL,unknown or other,my back window just shattered again i had to get it replaced the first time 11 months ago i just left class and i see this has happened im highly upset about this and i want to know why is this happening to my car,vehicle,2019,acura,rdx
11637433,honda (american honda motor co.),false,false,0,0,,,5J8TC2H79KL,"service brakes,forward collision avoidance",i was driving down the street at about 35mph and brakes engaged,vehicle,2019,acura,rdx
11637013,honda (american honda motor co.),false,false,0,0,,,5J8TC2H70KL,visibility/wiper,opened front driver side door and closed door at that time rear window shattered with no warning or reason,vehicle,2019,acura,rdx
11637083,honda (american honda motor co.),false,false,0,0,,,5J8TC1H71KL,visibility/wiper,i went out to my car to leave work for lunch and discovered that my rear windshield had shattered between my arrival and leaving for lunch i found out by closing my drivers door and having a significant portion of the rear windshield fall into the back of the car scattering glass everywhere the entire rear glass was shattered and fell out of place with any movement of the car there were no apparent cracks in the glass prior to shattering the weather was unusually cold for this region ranging between 1622 degrees f when it shattered and the car was parked in a parking deck covered but exposed to the weather sky was clear and no rainsnow i was on the 3rd level of the parking deck and backed into my space facing the exterior of the deck so no opportunity for a projectile to shatter the window,vehicle,2019,acura,rdx
11636033,honda (american honda motor co.),false,false,0,0,,,5J8TC1H67KL,visibility/wiper,upon entering the vehicle while it was turned off the rear window shattered unexpectedly when i closed the door scattering pieces everywhere if this had occurred while i was driving the loud noise from the window breaking could have led to a serious accident it startled me to the point where i ducked as the sound was akin to a gunshot this issue is reportedly common with the rdx particularly the 2019 models unfortunately the dealership informed me that it is not covered under warranty and there is no active recall due to the increased cost associated with my deductible i opted for an aftermarket window installation i am aware that a class action lawsuit is currently in progress regarding this matter as well as technical service bulletin 22014 yet the dealership has declined to accept any responsibility,vehicle,2019,acura,rdx
11634776,honda (american honda motor co.),false,false,0,0,,,5J8TC2H63KL,visibility/wiper,twice the back window on my 2019 acura rdx has shattered in very cold temperatures   this happened in january 2022 and december 2024 the vehicle was parked both times  no warning just a loud boom noise when getting in the car and gently closing the door after the glass shatters the glass fell into the back of the vehicle going everywhere  this is a major safety issue as the shattered glass can severely injure an adultbabypet  twice this was replaced by my insurance company that i pay a pretty hefty premium on  i have been in contact with american honda and they seem to be aware of the issue but only offer to possibly issue a onetime good faith reimbursement for one window which does not resolve this safety concern from happening over and over again  in 2022 the glass was replaced and the vehicle had to be taken to a body shop for the remaining glass to be vacuumed out and a solution applied to catch the remaining glass that rattled in the hatch  only 90 was removed  in 2024 the glass was replaced 2 times as the first one was a defect and appeared wavy when driving  the glass went everywhere when being replaced all over my garage and driveway  the glass shop could only cleanvacuum so much the glass continues to fall out of the tailgate when the hatch is openingclosing or when just pulling out of the driveway onto the road  when contacting american honda they refused to pay for the tailgate to be vacuumed and solution applied and informed that i need to contact my local dealer  when i contacted my local acura dealer they were willing to do the service but for a fee  american honda currently has a class action lawsuit out of california for this issue  the only resolution is to replace the entire tailgate  please take this into consideration and hold american honda accountable for their actions of negligence in keeping their very loyal customers safe and demand they issue a recall for all vehicle owners as our safety depends on it,vehicle,2019,acura,rdx
11633901,honda (american honda motor co.),false,false,0,0,,,5J8TC2H39KL,visibility/wiper,my rear windshield glass shattered with no external impact traveling at 15 mph on a side street the sound was very shocking and distracting it sounded like a gunshot struck our vehicle all the glass shattered and broke for no apparent reason we had a pet in the back seat and were very distressed from this incident i had to tape up the rear window with a garbage bag and duct tape in order to drive the vehicle prevent glass from falling on the road behind me rain damage which then left me with no visibility and safety issue no one was harmed fortunately but we had to then have window replacedrepaired by safelite who advised us to look for a recall as they felt it was unusual and not common when we notified acura there was no recall for this issue there were no warnings or messages prior to this failure it was a shocking sudden experience now we have glass remnants that rattle within the back panel as they couldnt fully be removed due to the construction of the vehicle my vehicle is available for inspection if requested i also have photos of the damage when it happened,vehicle,2019,acura,rdx
11633222,honda (american honda motor co.),false,false,0,0,,,5J8TC2H60KL,visibility/wiper,myself and family members were getting into my vehicle the drivers side door was closed and the rear windshield spontaneously shattered there were no cracks or defects in the windshield prior to this occurring i see that there is currently a class action lawsuit against honda as other drivers have experienced similar issues with spontaneous shattering of the rear windshield fortunately nobody was injured as the incident occurred while stationary but this could have the potential to be very dangerous as it caused quite a startle if we were in motion i could see how it could pose potential for accidents the shattered glass also fell on my childs stroller which has required careful inspection and cleaning to ensure no glass remained for our child to be exposed to,vehicle,2019,acura,rdx
11632985,honda (american honda motor co.),false,false,0,0,,,5J8TC2H64KL,visibility/wiper,back glass shattered for the second time closed back driver side door and the back glass popped,vehicle,2019,acura,rdx
11632489,honda (american honda motor co.),false,false,0,0,,,5J8TC2H5XKL,structure,my ca was parked and the rear glass just shattered nothing hit it vehicle was just parked in my driveway and the glass made a popping noise when to check it and it was broken,vehicle,2019,acura,rdx
11632105,honda (american honda motor co.),false,false,0,0,,,5J8TC2H61KL,visibility/wiper,2019 acura rdx  purchased in march 2019  in september 2021 the rear windshieldglass exploded on its own while parked in our driveway  my wife started the vehicle and turned on the front and back defrosters  while waiting for all glass to be visibly clear the rear windhshield exploded without being struck by anything  windshield was repaired however small  pieces of broken glass still remain inside the tailgate panel and both dealership and glass replacment facility reprensetatives indicated that the way the rear tailgate is desiged it is impossible to get every piece of glass out  since september 2021 till now you can hear pieces of glass moving around inside the rear tailgate as if they were maracas playing in a latin band  on 122224 this time while driving the vehicle we heard a very loud gunshot sound coming from the rear of the car  the noise was so startling that my wifes natural reaction she was operating the vehicle at the time was to duck and in so doing she pulled the steering wheel to the right in the direction that my wife leaned  thankfully there were no pedestrians vehicles or any object  quickly after regaining control she pulled over only to realize the rear windshield glass had shattered yet again    in calling the dealership im told the vehicle is out of warranty and there is nothing that can be done  in 2021 while the vehicle was under manufacturers warranty they still did nothing hence the reason why it was repaired at a facility in the secondary market  this repair will now cost me 623,vehicle,2019,acura,rdx
11632227,honda (american honda motor co.),false,false,0,0,,,5J8TC2H31KL,unknown or other,my car was parked when my rear windshield shattered i drove my car to the dealership and they said they will file a claim and wait for a response,vehicle,2019,acura,rdx
11632028,honda (american honda motor co.),false,false,0,0,,,5J8TC2H67KL,"structure,visibility/wiper",back windshield shattered out of no where this is a common problem for this specific model,vehicle,2019,acura,rdx
11631667,honda (american honda motor co.),false,false,0,0,,,5J8TC2H68KL,structure,the rear window spontaneously exploded while parked in our garage this is the second time this has happened in two years,vehicle,2019,acura,rdx
11631465,honda (american honda motor co.),false,false,0,0,,,5J8TC2H72KL,"unknown or other,visibility/wiper",it is about 50 degrees clear with no rain i drive onto the highway and hear what sounds like a gunshot the rear window explodes and then glass flies all over the car i roll down my window and then glass goes everywhere and all my stuff in the car flies around i pull over and assess this is the same thing that happened to me last year the window randomly exploded i called my insurance company and they replaced it but now the glass is stuck in the door i called three 3 acuras and they all mentioned they hadnt heard of the issue until i mentioned the bulletin now they say they have heard of it before but dont know if there is a way to help primary safety concern and a bit of a coverup by acura,vehicle,2019,acura,rdx
11631530,honda (american honda motor co.),false,false,0,0,,,5J8TC2H6XKL,visibility/wiper,rear windshield shattered on its own,vehicle,2019,acura,rdx
11630990,honda (american honda motor co.),false,false,0,0,,,5J8TC1H36KL,"electrical system,engine",the autostop feature on my 2019 acura rdx has resulted in my car abruptly shutting down twice now  today it happened when i slowed to a stop at an intersection basically rather than just shutting the engine off while idling it shuts of the electrical dashboard and infotainment  all systems and engine and then immediately restarts with the car in park there was no warning sound or light prior to the car turning off and restarting  obviously it is very dangerous for a car to turn off unexpectedly and im thankful that i was braking to a stop at a red light and had time for the engine to turn back on and to put car back in drive,vehicle,2019,acura,rdx
11630657,honda (american honda motor co.),false,false,0,0,,,5J8TC2H60KL,visibility/wiper,car was parked at the church parking lot after the mass i remote start the car 3 mins later soon as my family and i got in the car we hard the rear windshield shattered after doing lots of researched and being in the group of acura rdx owner on facebook ive seen cases with rear glass shattering,vehicle,2019,acura,rdx
11630319,honda (american honda motor co.),false,false,0,0,,,5J8TC2H62KL,unknown or other,the rear window shattered without any reason the car had been driven with the rear defroster on shortly after parking the vehicle turning it off getting out of the vehicle the back window exploded  there were no warning lights related to this issue  the problem has been reported a number of times and there is a class action lawsuit filed httpsmycarvoicecomnewswpcontentuploads202308acurardxrearglasslawsuitpdf,vehicle,2019,acura,rdx
11630449,honda (american honda motor co.),false,false,0,0,,,5J8TC2H38KL,visibility/wiper,rear window while car was parked and off in the garage seemed to explode had it replaced,vehicle,2019,acura,rdx
11630227,honda (american honda motor co.),false,false,0,0,,,5J8TC2H50KL,visibility/wiper,rear glass on liftgate spontaneously shattered while driving,vehicle,2019,acura,rdx
11629751,honda (american honda motor co.),false,false,0,0,,,5J8TC1H58KL,"fuel system, gasoline",the contact owns a 2019 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was unavailable the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2019,acura,rdx
11629206,honda (american honda motor co.),false,false,0,0,,,5J8TC2H79KL,"fuel system, gasoline",the contact owns a 2019 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the local dealer was contacted the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2019,acura,rdx
11629279,honda (american honda motor co.),false,false,0,0,,,5J8TC2H71KL,fuel/propulsion system,the car stalls at random times  other times you press the gas and there is a significant delay in acceleration  acura and the dealer have failed to provide the part even though i have asked for it since last february  it is ridiculous are you people charged with enforcement,vehicle,2019,acura,rdx
11628913,honda (american honda motor co.),false,false,0,0,,,5J8TC2H63KL,fuel/propulsion system,there was a recall for the fuel pump modules but the parts are not available at any dealership in my area and this is going on over a year acura keeps sending me direct mail that there is an issue but there is no solution,vehicle,2019,acura,rdx
11628611,honda (american honda motor co.),false,false,0,0,,,5J8TC2H50KL,visibility/wiper,i got in my car and shut the door and as i put the car in reverse before i could move i heard a popping sound and then the sound of glass shattering  immediately put the car back in park and looked back and saw the glass was broken  i learned that acurahonda actually has a tsb for this and knows that its a problem  i contacted them but because my vehicle is 10000 mi over the warranty they would not do anything tsb 22014  if this had happened when i was driving it could have caused a serious accident  i also now have to pay out of pocket to have the windshield replaced,vehicle,2019,acura,rdx
11628618,honda (american honda motor co.),false,false,0,0,,,5J8TC2H53KL,electrical system,back up camera system failure,vehicle,2019,acura,rdx
11628332,honda (american honda motor co.),false,false,0,0,,,5J8TC2H64KL,"unknown or other,visibility/wiper",started car up while parked in shopping center to warm up the entire rear windshield glass popped and shattered took pictures and found out that acura rdx from 2019 to 2023 have known to have this issue relating to faulty rear defroster wiring and glass opening a case with our local elite acura dealership where we purchased vehicle from,vehicle,2019,acura,rdx
11627648,honda (american honda motor co.),false,false,0,0,,,5J8TC2H68KL,unknown or other,the rear windshield shattered into pieces while i got to my car after work     warranty did not cover it had to pay out of pocket   i have seen many post about the rear windshield shattered  should be recalled ,vehicle,2019,acura,rdx
11627811,honda (american honda motor co.),false,false,0,0,,,5J8TC2H69KL,engine,i started driving on the freeway for a few miles in the rain and suddenly started to hear a low rumblerattling sound from the engine area the car began to cycle through error messages for every one of the electronic safety systems brake system vehicle stability assist system electric power steering system adaptive cruise control system collision mitigation braking  road departure mitigation the car then began to lose drive power wouldnt maintainincrease speed when pressing the gas pedal i moved over to the furthest right laneslow lane and continued to lose propulsion from the gas pedal being forced to such a slow speed on the freeway in inclement weather was very unsafe for me and my wife who was in the car with me  i had to drive on the shoulder in order to exit the freeway and the engine rattle got increasingly louder and worse sounding  i pulled into a parking lot and the car was not drivable aaa tow to a aaa certified mechanic repair shop and was told that there was metal debris in the oil pan and oil filter which was signs a faulty engine components that has now destroyed the motor im currently without the rdx and being told it is in need of a whole new motor,vehicle,2019,acura,rdx
11627075,honda (american honda motor co.),false,false,0,0,,,5J8TC2H58KL,"electrical system,unknown or other,visibility/wiper",this morning i awoke to another shattered rear windshield i had the exact same thing happen in january of this year this is my second out of cost rear windshield replacement due to the known problem acura has failed to address i have spent over 1000 dollars on replacement glass in addition to my car being in the shop for 3 months waiting for a fuel pump this is ridiculous and something needs to be done,vehicle,2019,acura,rdx
11625886,honda (american honda motor co.),false,false,0,0,,,5J8TC2H56KL,"structure,visibility/wiper",i came outside my house at 10am to go to church to see that my back windshield was completely shattered the vehicle had been parked and backed into the driveway for more than 10 hours in front of my house and it was not currently running theres no way a rock or ball or anything could have hit the windshield and there were no signs of someone trying to break in or forced entry into the vehicle which has been verified with ring doorbell camera the rear windshield had spontaneously and unexpectedly shattered,vehicle,2019,acura,rdx
11625959,honda (american honda motor co.),false,false,0,0,,,5J8TC2H65KL,"structure,unknown or other,visibility/wiper",while we were driving we heard what sounded like a shot when we pulled over we noticed the rear window was shattered and noticed nothing had gone through or hit it after inspecting it my daughter was scared to stay in the car so we had to call someone to pick them up and give them a ride the dealership told me my vehicle is no longer under warranty only drivetrain warranty and that it was not their problem to call my insurance is what i got told hundreds of others have had the same issue after doing some research online there was no warning or cracking of any kind before this incident happened on 111724 at 745pm,vehicle,2019,acura,rdx
11626072,honda (american honda motor co.),false,false,0,0,,,5J8TC2H69KL,structure,the rear windshield shattered and the reason was unknown vehicle was parked in a location and in a position where it couldnt have gotten hit by something passing by after replacing the windshield there is still shattered glass inside the liftgate panels and are unreachable,vehicle,2019,acura,rdx
11623984,honda (american honda motor co.),false,false,0,0,,,5J8TC1H39KL,"fuel system, gasoline",the contact owns a 2019 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the contact stated that there was an abnormal gasoline odor coming from the vehicle the vehicle was taken to the dealer where unknown repairs were performed additionally the contact stated that the vehicle was difficult to start and the vehicle was hesitating while driving the check engine warning light was illuminated the local dealer was contacted several times the vehicle was not diagnosed or repaired the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the failure the failure mileage was 62000 parts distribution disconnect,vehicle,2019,acura,rdx
11621626,honda (american honda motor co.),false,false,0,0,,,5J8TC1H52KL,seats,called southbay acura in torrance ca on 102324told them my 2019 acura rdx has the exact same  problem that 20192020 rdxs has a recall onfront passenger seat belt buckle will not bucklethe buckle wont allow the seatbelt to lockdealer said you vin number is not part of the recall yet my acura rdx suffers from the exact problem the recall coversso im asking for your guidance of what to do next obviously this is not a safe situation please advise thank you xxx  information redacted pursuant to the freedom of information act foia 5 usc 552b6,vehicle,2019,acura,rdx
11618345,honda (american honda motor co.),false,false,0,0,,,5J8TC2H77KL,"power train,service brakes",the breaks did not work while in a parking lot right after switching into drive  no major risk of any injury where this occurred  not reported to the dealer not inspected  no injury no property damage  i left my wife in the vehicle with the car in park and went into the store  i came out 15 minutes later car was running  i got in put my foot on the break and switch to drive  the car started rolling forward on its own  i repeatedly tried the breaks but no response  i had steering  i gave it a little gas and the engine reved like it was in neutral  i looked down and that point the car indicated it was in neutral  my wife said that none of the drive indicators were on while i had the issue  at some point the breaks started working after i gave it a little gas  i got the car into drive and tested it before moving on to verify it was behaving correctly  the forward motion of the vehicle was probably due to the slope it was parked on rather than the cars idle power  this also matches the car then reporting it was in neutral  the biggest issue was no breaks at the point it started rolling forward  my comment was that was weird but it scared my wife so i am reporting it  i was operating the vehicle,vehicle,2019,acura,rdx
11615897,honda (american honda motor co.),false,false,0,0,,,5J8TC2H50KL,visibility/wiper,the contact owns a 2019 acura rdx the contact stated while driving 70 mph during a rainstorm the windshield wipers failed to operate as needed there was no warning light illuminated despite the failure the contact was able to continue driving at slower speeds the contact had called two dealers columbia acura and jeff wyler acura of fairfield 5555 dixie hwy fairfield oh 45014 who both provided the contact with an estimate for a diagnostic test the manufacturer was notified of the failure and informed the contact that the vehicle was out of warranty the vehicle was not repaired the failure mileage was approximately 70000,vehicle,2019,acura,rdx
11612512,honda (american honda motor co.),false,false,0,0,,,5J8TC1H35KL,"fuel system, gasoline",the contact owns a 2019 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the contact stated that the vehicle was experiencing engine hesitation while driving there was no warning light illuminated the dealer was contacted the vehicle was not diagnosed or repaired the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not notified of the failure the failure mileage was approximately 29000 parts distribution disconnect,vehicle,2019,acura,rdx
11609762,honda (american honda motor co.),false,false,0,0,,,5J8TC1H60KL,"fuel system, gasoline",the contact owns a 2019 acura rdx the contact stated while driving approximately 65 mph the instrument cluster showed several warning lights the contact stated that the vehicle stalled and the contact was able to pull off the roadway the contact was unable to restart the vehicle and had the vehicle towed to a dealer the dealer diagnosed the vehicle and determined that the fuel pump had failed and needed to be replaced the vehicle was not repaired the manufacturer was informed of the failure the contact had researched online and related the failure to nhtsa campaign number 23v858000 fuel system gasoline the failure mileage was approximately 70000,vehicle,2019,acura,rdx
