odiNumber,manufacturer,crash,fire,numberOfInjuries,numberOfDeaths,dateOfIncident,dateComplaintFiled,vin,components,summary,type,productYear,productMake,productModel
11637038,honda (american honda motor co.),false,false,0,0,,,5J8TB3H34JL,fuel/propulsion system,received a recall notice in december 2023 about the fuel acura fuel pump motor recall since then i have received several notices from acura but the parts are not available when i contact the dealership to schedule service  they claim the parts have not been made available to the dealerships however the oem part is available for purchase from several parts suppliers  this is not acceptable,vehicle,2018,acura,rdx
11636053,honda (american honda motor co.),false,false,0,0,,,5J8TB3H56JL,"fuel system, gasoline",the contact owns a 2018 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the local dealer was contacted and the contact was informed that parts were not yet available the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was made aware of the issue and reached out to the dealer and was informed that the dealer had no part for the recall repair the contact had not experienced a failure parts distribution disconnect,vehicle,2018,acura,rdx
11635004,honda (american honda motor co.),false,false,0,0,,,5J8TB3H36JL,fuel/propulsion system,about about a year ago i received notification that the fuel pump impeller was improperly moulded and this could cause the car to shut down this could cause accidents well i have called acura and honda dealerships a multiple times and they give me the run around some say wait for mail stating that i should schedule an appointment i never received such letter other dealers didnt even look up my vin number and said that the one i was giving them was wrong it is imperative that this gets repaired because i drive about 144 miles a day monday to friday and honda is not helping  my vin number is xxx  information redacted pursuant to the freedom of information act foia 5 usc 552b6,vehicle,2018,acura,rdx
11631161,honda (american honda motor co.),false,false,0,0,,,5J8TB3H3XJL,fuel/propulsion system,the car jerks right at 20mph in traffic every time as long as you continue to drive when you pull over turn the car off restart the car the problem stops ive had this problem off and on for the last two years and its getting worse,vehicle,2018,acura,rdx
11629847,honda (american honda motor co.),false,false,0,0,,,5J8TB4H74JL,"fuel system, gasoline",the contact owns a 2018 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was unavailable the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2018,acura,rdx
11629638,honda (american honda motor co.),false,false,0,0,,,5J8TB3H31JL,fuel/propulsion system,i have received the recall notice from american honda motor company regarding the recall number 23v858 for my acura rdx 2018 fuel pump recall my car had symptoms described by the recall could not start the engine as well as losing drive power i didnt record the exact days the incident occurred but it was early in 2024 acura told me the fuel pump replacements were available and sent to their dealers but it was not the case i have contact local acura dealers in san diego and they said they have not received the acura rdx  fuel pumps from manufacture i also contacted the acura dealer in tustin where i bought the vehicle the service manager jennifer flores told me they have never received the acura rdx fuel pumps replacements as promised from american honda motor please help me to ask american honda motor why they said fuel pumps are available but none of their dealers received it i called the american honda motor and they said the fuel pumps are available but dealers said otherwise what is going on with american honda motor they are putting their customer lives in jeopardy please help me as well as other american fellows too,vehicle,2018,acura,rdx
11629648,honda (american honda motor co.),false,false,0,0,,,5J8TB4H78JL,"fuel system, gasoline",the contact owns a 2018 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the contact stated that the vehicle was difficult to start the local dealer was contacted the vehicle was not diagnosed or repaired the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the failure the failure mileage was unknown parts distribution disconnect,vehicle,2018,acura,rdx
11629688,honda (american honda motor co.),false,false,0,0,,,5J8TB3H76JL,"fuel system, gasoline",the contact owns a 2018 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was unavailable the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the dealer was contacted the manufacturer was made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2018,acura,rdx
11628999,honda (american honda motor co.),false,false,0,0,,,5J8TB4H56JL,engine,i am unable to find a dealership that will perform the repair please help they all say they are short or parts and are only fixing vehicles experiencing issues i lose power when accelerating all the time but this apparently is not enough,vehicle,2018,acura,rdx
11628759,honda (american honda motor co.),false,false,0,0,,,5J8TB3H31JL,"fuel system, gasoline",the contact owns a 2018 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the local dealer was contacted the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2018,acura,rdx
