odiNumber,manufacturer,crash,fire,numberOfInjuries,numberOfDeaths,dateOfIncident,dateComplaintFiled,vin,components,summary,type,productYear,productMake,productModel
11632969,honda (american honda motor co.),false,false,0,0,,,5J8TB4H36EL,exterior lighting,the low beam headlights are not bright enough for safe driving in normal weather they register as not on  in rain and wet pavement  they are highly dangerous and its very difficult to see lane markings or for any distance in front of the car at higher speeds on the highway  its even more concerning  ive had them checked when i bought the car for alignment and replaced the bulbs with high definition bulbs ive also had the lenses professionally cleaned all with no improvement  i have to drive around with my high beams on constantly and in fog and rain and this is sometimes also problematic  its so unsafe and you dont think to check if the headlights are good enough  when you buy a car  its not something that should vary  its a clear and present manufacturing and safety issue that could end lives,vehicle,2014,acura,rdx
11626172,honda (american honda motor co.),false,false,0,0,,,5J8TB3H34EL,exterior lighting,the headlights are extremely dim at night replacing the bulbs does not address the issue the problem appears to be with the headlight housing itself this is a safety issue,vehicle,2014,acura,rdx
11625455,honda (american honda motor co.),false,false,0,0,,,5J8TB3H37EL,exterior lighting,the low beam light is extremely dim making it unsafe and dangerous to drive at night i hope this issue can be considered for a recall,vehicle,2014,acura,rdx
11617324,honda (american honda motor co.),false,false,0,0,,,5J8TB4H57EL,exterior lighting,driving at night the headlights are dim and its difficult to see i have read online this is a very common issue with this make and model bulb replacement did not fix the issue the low beam lights are dangerously low when it is difficult to see it makes driving dangerous the dealership confirmed this is a common complaint amongst customers it has not yet been inspected by the dealership though they are familiar with the problem there have not been any warnings or messages notifying that my lights are dim,vehicle,2014,acura,rdx
11617359,honda (american honda motor co.),false,false,0,0,,,5J8TB3H3XEL,exterior lighting,my 2014 rdx has defective headlights and acura honda will not address it  they say the headlight assembly is ok but the lights are too dim to drive in darkness  acura honda customer service headquarters offers no solution  there is much online information about this defect  acura honda should be required to address this safety hazard expeditiously,vehicle,2014,acura,rdx
11616746,honda (american honda motor co.),false,false,0,0,,,5J8TB3H34EL,exterior lighting,7 years after buying the car the headlights went out with no warning they were replaced at the dealership 2 years after replacing the bulbs the headlights became dim and create a major safety risk driving on roads at night as brights must be used to see no warnings have been received through the car and the dealership is able to reproduce the issue,vehicle,2014,acura,rdx
11614832,honda (american honda motor co.),false,false,0,0,,,5J8TB4H3XEL,exterior lighting,these low beam headlights have been becoming dimmer and dimmer over the last couple of years i have had it in for service and had bulbs replaced  i requested leds but they said it could not be done from online forums i understand there may be a delaminating problem inside the light unit as a result of heat from the bulb  or perhaps damage to bulb housing for the same reason i cannot drive this car safely at night any longer both headlight low beams are equally affected so it is not damage on my part the only remedy is replacing the entire headlight unit on both sides which i have been quoted as around 2000k i am not the only one with this issue the following comment is from xxx good afternoon im new to the forum im having issues with my 2014 acura headlights ive replaced the bulb 4 times since december 2019 i took the car to the dealership and had them replaced had the electrical and wiring checked to figure out why my lights are always super dim actually dangerously dim they found no issue i know there was a recall on this issue but my vehicle wasnt part of the recall this from consumer affairs oct 2022 online article titled  recalls to fix headlight issues go back at least a decade consumer affairs researchers have found instances of a number of acura owners reporting their acura rdx vehicles headlights were extremely dim to the point where they cannot see the road and where drivers have even described the vehicles as undrivable at nighttime i believe this chronic issue needs to be addressed and remedied by acura if you research further you will find other examples thank you edit it appears from the same article that acura rlx had the same problem and a recall on it in 2014 acura recalled approximately 9700 modelyear 20142015 rlx vehicles in the united states to replace both headlight assemblies   information redacted pursuant to the freedom of information act foia 5 usc 552b6,vehicle,2014,acura,rdx
11614155,honda (american honda motor co.),false,false,0,0,,,5J8TB4H32EL,exterior lighting,low beam headlights have become very dim by not adequately lighting the road ahead a dangerous condition is being created for the driver high beam headlights must be used to provide adequate lighting but must be switched to low beam to avoid blinding oncoming vehicle drivers acura is aware of the faulty manufacturing of the low beam headlight units but refuses to issue a recall on the rdx model and the dealer charges over 3000 for replacement,vehicle,2014,acura,rdx
11613389,honda (american honda motor co.),false,false,0,0,,,5J8TB3H31EL,exterior lighting,both of my headlights have failed due to the breakdown of an interior light coating in the headlight they are barely projecting any light forward anymore it is not safe to drive at night with the headlights not working as designed the acura dealership inspected my vehicle and indicates that this is a common problem with the 2014 acura rdx headlights and the only solution is to replace them,vehicle,2014,acura,rdx
11610975,honda (american honda motor co.),false,false,0,0,,,5J8TB3H33EL,exterior lighting,gradual dimming of low beam headlights over time unrelated to bulbs or lens,vehicle,2014,acura,rdx
11607572,honda (american honda motor co.),false,false,0,0,,,5J8TB4H37EL,exterior lighting,i purchased this car a few year ago and the low beam lights were weak but seemed to work minimally they have progressively worsened to the point that it is difficult to discern they are functioning at all unless you get out and view them from the front at night i literally can read better by candle light than i can with my low beams on super dangerous at night and i have to use high beams continually,vehicle,2014,acura,rdx
11605770,honda (american honda motor co.),false,false,0,0,,,5J8TB3H32EL,exterior lighting,i have an acura rdx 2014 the headlight lensed halogen reflectors are dimming and looks like it is a common problem in 20132015 acura dealers are not helping us and charging almost 2k dollars to replace with new ones it is a safety issue and common issue and it seems to a manufacturer issue,vehicle,2014,acura,rdx
11598647,honda (american honda motor co.),false,false,0,0,,,5J8TB4H33EL,exterior lighting,rdx headlights become dim after 6 years and important safety issue when driving at night  dealership initially  blamed sun damaging outside plastic however despite repeated buffing nothing improved spending almost a one thousand in cost for buffing without any improvement in dim light   now they are stating it is an issue with reflective surface inside  the acura rlx was recalled for this issue why has the acura rdx the dealership is charging each customer at least 23 thousand dollars to replace  should this not be a basic function of the car  do we have to have an accident for a recall to occur  i am having to use my high beams driving at night ,vehicle,2014,acura,rdx
11590853,honda (american honda motor co.),false,false,0,0,,,5J8TB4H31EL,visibility/wiper,low beam halogen headlight are dangerously dim  new bulbs havent helped and no my headlight housings arent chalky nor crazed  ive found myself in many scenarios even one dark roads where i get very little light,vehicle,2014,acura,rdx
11586407,honda (american honda motor co.),false,false,0,0,,,5J8TB4H3XEL,exterior lighting,the contact owns a 2014 acura rdx the contact stated while driving at an undisclosed speed the contact became aware that the headlights were extremely dim and failed to provide proper illumination while driving at night the contact stated that the headlights were replaced several times but the failure persisted the dealer was made aware of the failure and the service manager stated that the headlamp housing needed to be replaced the vehicle was not repaired the manufacturer was not made aware of the failure the failure mileage was approximately 127000,vehicle,2014,acura,rdx
11577913,honda (american honda motor co.),false,false,0,0,,,5J8TB3H3XEL,exterior lighting,headlights are dangerously dim to the extent that it is not safebto drive at night visibility is likened to only having the orange running lights on may see a depth of 3ft ahead while practically no visibility in adverse conditions such as rain fog or snow  i have replaced the bulbs several times as well as the housings and fuses all appear to be in working condition an the headlight covers do not have any condensation or wear that would obscure light emitting   i have had several mechanics look at this from 3 acura dealers and one independent japanese import mechanic no failures were found however all agreed that this was a critical safety concern  this issue was present since 2016 when i purchased the car and has become completely unsafe to drive at night since 2018 at around 60k miles   no fix appears to be available except an almost 3k full replacement which i find insulting and egregious ive only owned acurahonda and have never experienced such willful ignorance concerning safety does someone have to die for this to be recalled,vehicle,2014,acura,rdx
11575952,honda (american honda motor co.),false,false,0,0,,,5J8TB3H54EL,exterior lighting,the lowbeam headlights are so dim that when i drive at night i cannot see the road in front of me  when there is a passenger in my car at night they tell me to turn on my headlights when they are already on  when i take my vehicle in for scheduled maintenance at the dealership i keep asking about the lights and they keep saying that the lights are working properly they are clean and they are aimed properly thats just how they are   i asked about replacing them and they say that it would cost me thousands of dollars to do it    for nighttime driving ive resorted to turning on my foglamps along with my headlights and turning on my highbeams whenever there are no vehicles coming toward me   i am not able to see the road at night or in storms well enough to feel safe,vehicle,2014,acura,rdx
11574867,honda (american honda motor co.),false,false,0,0,,,5J8TB3H35EL,exterior lighting,if i had known the headlights are this bad to drive at night i would have never purchased the car i have replaced the bulbs but was told it is the type of headlights that came with the vehicle never will buy another vehicle again with out testing it at night,vehicle,2014,acura,rdx
11573614,honda (american honda motor co.),false,false,0,0,,,5J8TB3H38EL,exterior lighting,headlights have been increasingly dim over the years and this is a common problem with 2013 2015 rdxs  replacing the bulbs do not help it is due to faulty  housing,vehicle,2014,acura,rdx
11571742,honda (american honda motor co.),false,false,0,0,,,5J8TB3H34EL,exterior lighting,i purchased this vehicle in october 2023 it was sold to me is as a certified vehicle the issue came to my attention when i drove out the first night after the purchase i took the car back to the dealer turns out the service department is aware of the issue and recommended a stereo installation shop i went to headlight business collision repair company stereo shop a total of six different outlets i went back to the dealer and said they cant help me they sold me a lemon and they refuse to stand behind the fact that it was certified they knowingly sold me a car that can only driven during the day,vehicle,2014,acura,rdx
11569426,honda (american honda motor co.),false,false,0,0,,,5J8TB3H3XEL,exterior lighting,the low beam headlights are extremely dim  this brightness of the low beams have slowly gotten worse over the years  replacing the bulbs have not increased the brightness at all  driving at night is nearly impossible without relying on the high beams to assist with vision,vehicle,2014,acura,rdx
11569286,honda (american honda motor co.),false,false,0,0,,,5J8TB4H31EL,exterior lighting,over the last year or two my headlights have dimmed more and more to the point that i really can only drive at night with my high beams on the bulbs have been replaced and that has not improved things so it is not a bulb issue,vehicle,2014,acura,rdx
11569014,honda (american honda motor co.),false,false,0,0,,,5J8TB3H39EL,exterior lighting,the lowbeam headlights are extremely dim making it difficult to see while driving at night without using highbeam lights,vehicle,2014,acura,rdx
11567886,honda (american honda motor co.),false,false,0,0,,,5J8TB4H36EL,exterior lighting,low beam headlights have gradually dimmed over time to the point that they provide minimal lighting to the roadway and often appear to oncoming drivers as only daytime running lights they often flash their headlights at me to tell me to turn mine are except they already are on this is a widely occurring issue with 20132015 rdxs as evidenced by many numerous consumer statements publicly viewable online this is a widespread safety issue requiring investigation and remediation from the manufacturer,vehicle,2014,acura,rdx
11566810,honda (american honda motor co.),false,false,0,0,,,5J8TB3H3XEL,exterior lighting,the low beam headlights are too dim to drive at night safely they are available for inspection  my safety and the safety of others is in extreme danger when driving at night because i cant see unless i turn on the high beams  the problem is known and recalls were issues for some models  the components have not been inspected but its obvious,vehicle,2014,acura,rdx
11564363,honda (american honda motor co.),false,false,0,0,,,5J8TB4H37EL,exterior lighting,low beams have been getting progressively worse since late 2023 to the point where the low beams are as bright as my day running lights  driving at night has become very dangerous and i need to continually turn on and off high beams to see roadway at night  this seems to be a common problem in 20132015 rdx cars  there was a recall for acura headlights in a different acura model many years ago  it seems the rdx model in the 201315 years should be covered as well,vehicle,2014,acura,rdx
11564148,honda (american honda motor co.),false,false,0,0,,,5J8TB3H35EL,exterior lighting,low beams have become way too dim i replaced the bulbs but it made only a minor improvement i also cleaned the outer surface so its not hazy anymore,vehicle,2014,acura,rdx
11564218,honda (american honda motor co.),false,false,0,0,,,5J8TB3H34EL,exterior lighting,our low beam headlights have been very low for a few months now  i have tried to replace the bulbs using multiple different types  various degrees of halogen light bulbs but each time this does not solve the low output problem  now our car is failing our yearly state safety inspection and after research it appears the reflector inside the housing unit may need change  the lights are very dim and are becoming hard to drive without using high beams,vehicle,2014,acura,rdx
11560909,honda (american honda motor co.),false,false,0,0,,,5J8TB3H32EL,exterior lighting,dim headlights replaced them 300 thinking they were getting old upon the next evening driving  the lights were still too dim to safely drive the vehicle no change in visibility whatsoever because of that these headlights are not up to par with transportation safety this needs to be recalled and replaced with halogen,vehicle,2014,acura,rdx
11560741,honda (american honda motor co.),false,false,0,0,,,5J8TB3H31EL,exterior lighting,both headlight lowbeams are very dim so dim that they provide almost zero lighting to see the road at night  dealer informed me that i would need to purchase both headlight assemblies at a cost of just under 3000,vehicle,2014,acura,rdx
