odiNumber,manufacturer,crash,fire,numberOfInjuries,numberOfDeaths,dateOfIncident,dateComplaintFiled,vin,components,summary,type,productYear,productMake,productModel
11636287,Honda (American Honda Motor Co.),false,false,0,0,10/23/2024,01/16/2025,5J8TB4H5XGL,"SUSPENSION,POWER TRAIN","The contact owns a 2016 Acura RDX. The contact stated that while his wife was driving 25 MPH, there was a loud clicking sound coming from underneath the vehicle on the front passenger side of the vehicle. No warning lights were illuminated. The contact’s wife took the vehicle to the local independent mechanic to be diagnosed. The contact was informed that the front passenger’s side axle was faulty and needed to be replaced. The vehicle was repaired. The manufacturer was notified of the failure. The approximate failure mileage was 55,495.",Vehicle,2016,ACURA,RDX
11635085,Honda (American Honda Motor Co.),false,false,0,0,11/08/2024,01/09/2025,5J8TB3H70GL,POWER TRAIN,A judder from the torque converter is felt when driving between 20 and 60 mph,Vehicle,2016,ACURA,RDX
11632077,Honda (American Honda Motor Co.),false,false,0,0,11/11/2024,12/23/2024,5J8TB4H53GL,"Chest Clip, Buckle, Harness","Please see attached photos regarding unsafe issue with our Britax 1 for life clicktight carseat purchased 2021 and utilized from the end of 2021 to Dec. 2024. The harness strap would not tighten with ease, so I tugged with light force and the bolts that held the button to loosen the harness popped out. The harness then would not tighten at all. We threw the seat away but wanted to report the issue to you out of concern for others who are still utilizing this seat.",Vehicle,2016,ACURA,RDX
11556426,Honda (American Honda Motor Co.),true,false,0,0,09/22/2022,11/22/2023,5J8TB4H37GL,"VISIBILITY,TIRES,SERVICE BRAKES","The contact owns a 2016 Acura RDX. The contact stated while driving approximately 60 MPH a deer had jumped in front of his vehicle. The contact stated that he depressed the brake pedal with force, however, the pedal did not respond and depressed to the floorboard with no resistance. The contact stated that he was pumping the brake pedal when he crashed into the deer. The contact stated that the vehicle continued forward for several hundred yards before he was able to stop the vehicle. The contact stated that he was able to drive the vehicle to a dealer, it was an out-of-state dealer since he had been traveling when he crashed into the deer. The contact stated that the damage was to the front bumper and to the hood of the vehicle which had been deformed due to the crash with the deer. The contact stated that the out-of-state dealer repaired the crash damage and replaced the brakes with new pads and rotors. The contact observed that the vehicle was having a failure of the tire pressure monitoring system light which was constantly illuminated, the windshield wiper motor was failing intermittently and the brakes continued to feel ""mushy."" The contact took the vehicle to a local dealer who determined that the vehicle failures described by the contact were not duplicated following a diagnosis. The vehicle was not repaired. The manufacturer was informed of the failure. The failure mileage was approximately 100,000.",Vehicle,2016,ACURA,RDX
11533433,Honda (American Honda Motor Co.),false,false,0,0,07/20/2023,07/20/2023,5J8TB3H33GL,POWER TRAIN,"While driving in the left of I20 East's two lanes on a descending hill with 5 cars ahead and an unknown number of cars behind at 70+ mph and all cars packed in close to the car ahead, I saw the lane had no real shoulder before a drop-off and the right lane had a narrow shoulder before it dropped off into woods and brush. The right lane was packed with 18-wheelers. In order to avoid constantly breaking the full length of the hill, I shifted into manual mode and a lower gear, but the car ahead began to brake suddenly and hard. Just a second before that car broke, I unlocked the shifter and was moving it forward to Drive. As the car ahead was drastically slowing, I had to hit the brakes hard to avoid rear-ending him, and the momentum of sudden braking threw my hand and the shifter all the way forward into Park. The transmission immediately produced a harsh grinding sound, I no longer could disengage the transmission from Park, and the only controls I now had were brakes and steering. Alarmed I knew I had to get to the right shoulder but I couldn't look back to see how close trucks were behind the one to my immediate right, but by braking that truck slowly moved ahead of me, providing a brief opening behind him in the right lane. As I cautiously moved into that opening, I could see an 18 wheeler approaching but still a short distance back. I continued slowly drifting into the right lane with blinkers on, when suddenly the approaching truck behind veered partially into the right shoulder in anticipation of passing me in the narrow shoulder lane. In the split second of his veering, I slowly continued into the shoulder lane causing him to veer back into the right lane, his rig full of new cars jerking back left. As I gradually slowed to a stop, the truck was approaching so fast that in my rearview mirror it looked like he might not miss me. As he shot by, he cleared me by not much more than a foot, his draft shaking my car. AN AUTOMATIC TRANSMISSION GOING INTO PARK @ 70MPH",Vehicle,2016,ACURA,RDX
11533499,Honda (American Honda Motor Co.),false,false,0,0,07/08/2023,07/20/2023,5J8TB4H39GL,UNKNOWN OR OTHER,The transmission is Jerky and has a rough up and down shift. Vehicle has stalled and shut off without warning. My wife says the vehicle acts as though its about to die when ac compressor/blower kicks on.,Vehicle,2016,ACURA,RDX
11472142,Honda (American Honda Motor Co.),false,false,0,0,08/01/2016,07/02/2022,5j8tb3h79gl,"POWER TRAIN,FUEL/PROPULSION SYSTEM",From the time purchased there has been a hesitation/sputtering during acceleration. I took the car in during the warranty period and they said nothing could be found. It has continued for 6 years. I have read of similar problems with this model and year.,Vehicle,2016,ACURA,RDX
11438737,Honda (American Honda Motor Co.),false,false,0,0,10/30/2021,10/30/2021,5j8tb3h55gl,ELECTRICAL SYSTEM,"After getting my tires rotated, the Check emission sensor, check transmission light, and check blind spot system all came on at once and my transmission began jerking.",Vehicle,2016,ACURA,RDX
11428505,Honda (American Honda Motor Co.),false,false,0,0,04/30/2021,08/10/2021,5J8TB3H37GL,"POWER TRAIN,ENGINE,FUEL/PROPULSION SYSTEM","Vehicle constantly surges during acceleration, seems as if the transmission is bad however, it also feels as if the fuel filter is clogged. This sputter occurs at various speed. Vehicle has less than 64,000 miles. Is there a fix to this issue?",Vehicle,2016,ACURA,RDX
11417657,Honda (American Honda Motor Co.),false,false,0,0,05/17/2021,05/18/2021,5J8TB3H74GL,VISIBILITY,"THE CONTACT OWNS A 2016 ACURA RDX. THE CONTACT STATED WHILE DRIVING 70 MPH, THE MOON ROOF SHATTERED WITHOUT IMPACT. THERE WERE NO INJURIES SUSTAINED. THE VEHICLE WAS NOT TAKEN TO BE DIAGNOSED. THE VEHICLE WAS NOT YET REPAIRED. NEITHER THE DEALER NOR THE MANUFACTURER WERE INFORMED OF THE FAILURE. THE FAILURE MILEAGE WAS APPROXIMATELY 30,000.",Vehicle,2016,ACURA,RDX
