odiNumber,manufacturer,crash,fire,numberOfInjuries,numberOfDeaths,dateOfIncident,dateComplaintFiled,vin,components,summary,type,productYear,productMake,productModel
11632969,Honda (American Honda Motor Co.),false,false,0,0,11/28/2024,12/29/2024,5J8TB4H36EL,EXTERIOR LIGHTING,The low beam headlights are not bright enough for safe driving in normal weather. They register as not on.  In rain and wet pavement - they are highly dangerous and it’s very difficult to see lane markings or for any distance in front of the car. At higher speeds on the highway - it’s even more concerning.  I’ve had them checked when I bought the car for alignment and replaced the bulbs with high definition bulbs. I’ve also had the lenses professionally cleaned all with no improvement.  I have to drive around with my high beams on constantly and in fog and rain and this is sometimes also problematic.  It’s so unsafe and you don’t think to check “if the headlights are good enough “ when you buy a car.  It’s not something that should vary.  It’s a clear and present manufacturing and safety issue that could end lives.,Vehicle,2014,ACURA,RDX
11626172,Honda (American Honda Motor Co.),false,false,0,0,10/01/2024,11/19/2024,5J8TB3H34EL,EXTERIOR LIGHTING,The headlights are extremely dim at night. Replacing the bulbs does not address the issue. The problem appears to be with the headlight housing itself. This is a safety issue.,Vehicle,2014,ACURA,RDX
11625455,Honda (American Honda Motor Co.),false,false,0,0,11/01/2024,11/15/2024,5J8TB3H37EL,EXTERIOR LIGHTING,"The low beam light is extremely dim, making it unsafe and dangerous to drive at night. I hope this issue can be considered for a recall.",Vehicle,2014,ACURA,RDX
11617324,Honda (American Honda Motor Co.),false,false,0,0,03/01/2024,09/30/2024,5J8TB4H57EL,EXTERIOR LIGHTING,"Driving at night the headlights are dim and it's difficult to see. I have read online this is a very common issue with this make and model. Bulb replacement did not fix the issue, the low beam lights are dangerously low. When it is difficult to see it makes driving dangerous. The dealership confirmed this is a common complaint amongst customers. It has not yet been inspected by the dealership, though they are familiar with the problem. There have not been any warnings or messages notifying that my lights are dim.",Vehicle,2014,ACURA,RDX
11617359,Honda (American Honda Motor Co.),false,false,0,0,01/05/2024,09/30/2024,5J8TB3H3XEL,EXTERIOR LIGHTING,"My 2014 RDX has defective headlights and Acura Honda will not address it.  They say the headlight assembly is ok, but the lights are too dim to drive in darkness.  Acura Honda customer service headquarters offers no solution.  There is much online information about this defect.  Acura Honda should be required to address this safety hazard expeditiously.",Vehicle,2014,ACURA,RDX
11616746,Honda (American Honda Motor Co.),false,false,0,0,06/01/2022,09/26/2024,5J8TB3H34EL,EXTERIOR LIGHTING,"7 years after buying the car, the headlights went out with no warning. They were replaced at the dealership. 2 years after replacing the bulbs, the headlights became dim and create a major safety risk driving on roads at night, as brights must be used to see. No warnings have been received through the car and the dealership is able to reproduce the issue.",Vehicle,2014,ACURA,RDX
11614832,Honda (American Honda Motor Co.),false,false,0,0,09/16/2024,09/16/2024,5J8TB4H3XEL,EXTERIOR LIGHTING,"These low beam headlights have been becoming dimmer and dimmer over the last couple of years. I have had it in for service and had bulbs replaced ... I requested LEDS but they said it could not be done. From online forums I understand there may be a delaminating problem inside the light unit as a result of heat from the bulb ... or perhaps damage to bulb housing for the same reason. I CANNOT drive this car safely at night any longer. BOTH headlight low beams are equally affected so it is not damage on my part. The only remedy is replacing the entire headlight unit on both sides which I have been quoted as around $2000K. I am not the only one with this issue. The following comment is from [XXX] Good afternoon, I'm new to the forum. I'm having issues with my 2014 Acura headlights. I've replaced the bulb 4 TIMES since December 2019. I took the car to the dealership and had them replaced, had the electrical and wiring checked to figure out why my lights are always super dim, actually dangerously dim. They found no issue. I know there was a recall on this issue, but my vehicle wasn't part of the recall."" This from Consumer Affairs Oct 2022 online article titled:  ""Recalls to fix headlight issues go back at least a decade"" ""Consumer Affairs researchers have found instances of a number of Acura owners reporting their Acura RDX vehicles’ headlights were extremely dim, to the point where they cannot see the road and where drivers have even described the vehicles as “undrivable” at nighttime."" I believe this chronic issue needs to be addressed and remedied by Acura. If you research further you will find other examples. Thank you. (Edit: It appears from the same article that Acura RLX had the same problem and a recall on it. ""In 2014 Acura recalled approximately 9,700 model-year 2014-2015 RLX vehicles in the United States to replace both headlight assemblies."")   INFORMATION REDACTED PURSUANT TO THE FREEDOM OF INFORMATION ACT (FOIA), 5 U.S.C. 552(B)(6)",Vehicle,2014,ACURA,RDX
11614155,Honda (American Honda Motor Co.),false,false,0,0,02/01/2024,09/12/2024,5J8TB4H32EL,EXTERIOR LIGHTING,"Low beam headlights have become very dim. By not adequately lighting the road ahead, a dangerous condition is being created for the driver. High beam headlights must be used to provide adequate lighting but must be switched to low beam to avoid blinding oncoming vehicle drivers. Acura is aware of the faulty manufacturing of the low beam headlight units but refuses to issue a recall on the RDX model and the dealer charges over $3000 for replacement.",Vehicle,2014,ACURA,RDX
11613389,Honda (American Honda Motor Co.),false,false,0,0,09/05/2024,09/09/2024,5J8TB3H31EL,EXTERIOR LIGHTING,Both of my headlights have failed due to the breakdown of an interior light coating in the headlight. They are barely projecting any light forward anymore. It is not safe to drive at night with the headlights not working as designed. The Acura dealership inspected my vehicle and indicates that this is a common problem with the 2014 Acura RDX headlights and the only solution is to replace them.,Vehicle,2014,ACURA,RDX
11610975,Honda (American Honda Motor Co.),false,false,0,0,08/26/2024,08/26/2024,5J8TB3H33EL,EXTERIOR LIGHTING,Gradual dimming of low beam headlights over time (unrelated to bulbs or lens),Vehicle,2014,ACURA,RDX
