odiNumber,manufacturer,crash,fire,numberOfInjuries,numberOfDeaths,dateOfIncident,dateComplaintFiled,vin,components,summary,type,productYear,productMake,productModel
11637542,Honda (American Honda Motor Co.),false,false,0,0,01/21/2025,01/22/2025,5J8TB4H51HL,ELECTRICAL SYSTEM,Keyless access unit and security system. Random ignition flickering and alarm going on and off numerous times with or without key nearby. Said to be commonly known issue for similar years for various Acura models including RDX.,Vehicle,2017,ACURA,RDX
11634506,Honda (American Honda Motor Co.),false,false,0,0,12/29/2024,01/07/2025,5J8TB3H30HL,POWER TRAIN,"Vehicle has ONLY around 83,000 miles on it and needed a whole new torque converter. The vehicle was displaying problems in delay in shifting so I was planing an inspection. However, before the date reached my a check transmission light displayed on my dash so I had to move the inspection date up. No one was harmed but it was concerning to me when I was driving on the highway and saw my check transmission light was on. The dealership I bought it from (CarMax) is currently repairing it and luckily I had an extended warranty. I know other models of Acura have had problems with torque converters but this one was not reported to have recall.",Vehicle,2017,ACURA,RDX
11625027,Honda (American Honda Motor Co.),false,false,0,0,11/09/2024,11/13/2024,5J8TB3H54HL,ENGINE,Premature defective hydraulic timing belt tensioner similarly  to the 2018 and 2019 RDX under recall. The seal in the tensioner prematurely aged causing hydraulic leakage making it unable to maintain timing belt tension.  If the tensioner fail at highway speed causing the timing belt to skip leading to out of timing and major engine malfunction.,Vehicle,2017,ACURA,RDX
11621839,Honda (American Honda Motor Co.),false,false,0,0,10/16/2024,10/24/2024,5J8TB3H55HL,ELECTRICAL SYSTEM,"Dashboard warning lights all light up at once. Flickering on and off. Lights turn on and off inside car, it unlocks and locks car on it’s own. Says key is not close to car when trying to turn on car. Alarm goes off randomly once parked and locked.",Vehicle,2017,ACURA,RDX
11617157,Honda (American Honda Motor Co.),false,false,0,0,09/16/2024,09/30/2024,5J8TB3H7XHL,"ELECTRICAL SYSTEM,UNKNOWN OR OTHER",The alarm and lights keep going off for No reason. The doors can be locked and Armed. Goes off even when not locked.,Vehicle,2017,ACURA,RDX
11604739,Honda (American Honda Motor Co.),false,false,0,0,07/20/2024,07/26/2024,5J8TB4H79HL,ELECTRICAL SYSTEM,"Keyless Access Control Unit (a.k.a. Smart Power Control Unit) is defective. This is an electronic part and should not have failed. It causes random security alarm triggers, random flashing of exterior lights, clicking noises, and flashing of dash lights. There are plenty of discussion boards about this online with many complaints. A recall should definitely be issued.",Vehicle,2017,ACURA,RDX
11598612,Honda (American Honda Motor Co.),false,false,0,0,04/25/2024,07/03/2024,5J8TB4H5XHL,"POWER TRAIN,ELECTRICAL SYSTEM,ENGINE","Vehicle began jerking while in motion, and all error messages the vehicle has ability to display rotated across the screen, including PO848.  Transmission was replaced by a dealer.  Vehicle would not start two weeks later.  Vehicle towed to dealer.  Dealer stated battery and starter were bad.  Both of those components replaced by Acura dealer.  Within one week, alarm was sounding randomly and clicking noise coming from dash.  Dealer is now replacing a control module.  This is a safety issue because as it was jerking, I lost control of the vehicle.  The car alarm going off for a prolonged time at high decibels puts the hearing of bystanders at risk.  Seems the car poses a fire risk as well.",Vehicle,2017,ACURA,RDX
11590516,Honda (American Honda Motor Co.),true,false,1,0,05/21/2024,05/24/2024,5J8TB4H34HL,AIR BAGS,"The contact owns a 2017 Acura RDX. The contact stated that while driving approximately 35 MPH and attempting to avoid a second vehicle the husband lost control of the steering and crashed into a tree. During the crash the front end of the vehicle was severely damaged but the front driver's side air bag did not deploy. The front passenger side curtain air bag did deploy although no passenger was seated in the vehicle. The vehicle was destroyed and towed away. A police report was taken at the scene. The driver sustained a right hand abrasion that did not required medical treatment. The cause of the failure was not determined. The manufacturer and local dealer were not notified. The failure mileage was 91,000.",Vehicle,2017,ACURA,RDX
11589269,Honda (American Honda Motor Co.),false,false,0,0,03/22/2024,05/17/2024,5J8TB3H34HL,"POWER TRAIN,SERVICE BRAKES","The rear brakes squeal as though they are constantly on, brake pads (rear) have not gone down from 4-5 mm in over 10 months whole front pads have been replaced twice and rotors once within the same time period. The constant squealing has shown to overheat the brake system, which in turn overheats the transmission/transfer casing, causing the AT HOT warning light to engage temporarily at high speeds (over 60mph only) as well as minor transmission leaks. Seized calipers have been determined by an Acura dealership service mechanic to be the cause of these issues, and has said it is a common problem. This needs to be recalled if it’s so common.",Vehicle,2017,ACURA,RDX
11588985,Honda (American Honda Motor Co.),true,false,1,0,05/10/2024,05/15/2024,5J8TB3H53HL,"AIR BAGS,SEAT BELTS","Rear ended other vehicle going about 40 plus miles per hour, then another vehicle rear ended me. Upon impact ( which I have pictures of)  my driver side seatbelt released completely unbuckled & dangling , my dash lit up & said airbags deployed. But no airbags deployed. In turn upon impact my sternum hit my steering wheel.  It busted the radiator so now my car will not even turn on.   It is at a Collision Center awaiting adjuster inspection.  Since the radiator busted the other vehicle & myself couldn’t tell if it was steam or smoke coming from the engine. So I turned the car off, it has never turned back on since.",Vehicle,2017,ACURA,RDX
11579723,Honda (American Honda Motor Co.),false,false,0,0,03/24/2024,03/27/2024,5J8TB3H59HL,"POWER TRAIN,VEHICLE SPEED CONTROL,ENGINE","I am writing to report a concerning issue with my Acura RDX 2017, which I believe poses a significant safety risk and requires immediate attention from your organization. The problem I encountered while driving jeopardizes the safety of both myself and others on the road.  About five days ago, while driving at approximately 20 mph, my vehicle began emitting loud, thunderous sounds, accompanied by intense vibrations that shook the entire car. Additionally, it seemed to struggle when shifting gears, particularly into second or third gear. Despite my careful and gradual acceleration, the car exhibited signs of a malfunction within its transmission system.  Furthermore, at around 35 mph, the engine suddenly revved to over 3000 rpm, causing the vehicle to accelerate without any input from me. This acceleration occurred even though my foot was not on the gas pedal, making the car difficult to control and putting me at risk of colliding with other vehicles or objects. The unpredictability of these incidents is deeply alarming and could lead to serious accidents if not addressed promptly.  I purchased this vehicle in December 2023 and have maintained it according to the manufacturer's recommendations. However, when I inquired about the timing belt at the dealership, I was assured that it had passed inspection. Despite this, the recent malfunctions suggest a more serious underlying issue that needs immediate attention.  Crucially, there were no warning lights, messages, or other indications of a problem prior to these incidents, underscoring the sudden and unexpected nature of the issue.  I urge the NHTSA to investigate this matter urgently and thoroughly. I request that you initiate a recall of affected vehicles and implement necessary repairs to address the identified defects. Swift action is essential to ensure the safety of all motorists who may be affected by this issue.",Vehicle,2017,ACURA,RDX
11555749,Honda (American Honda Motor Co.),false,false,0,0,09/21/2023,11/17/2023,5J8TB3H56HL,SERVICE BRAKES,"The brakes failed at 17,649 and all brakes needed to be replaced.",Vehicle,2017,ACURA,RDX
11550557,Honda (American Honda Motor Co.),false,false,0,0,10/16/2023,10/18/2023,5J8TB4H74HL,EXTERIOR LIGHTING,"I own a 2017 Acura RDX that I purchased new in 2017. My vehicle only has 45587 miles on it. I've noticed in this last year, that it is very hard to see at night. When driving at night I have to use my high beams to be able to see ahead and drive safely. Yesterday(10/16/2023) when driving home around 8:30 at night I was pulled over by a state trooper for driving with my high beams on. Luckily enough I only received a warning to get my headlights fixed and not a ticket. This incident prompted me to call the dealership to see how much it would cost to have my headlights replaced. I was told it would cost $1200 to $1500 per headlight plus labor to replace them. My headlight housing is (pealing & cracking) and the LED bulbs appear dimmer than they should be.",Vehicle,2017,ACURA,RDX
11519097,Honda (American Honda Motor Co.),false,false,0,0,01/10/2023,04/26/2023,5J8TB4H78HL,"ELECTRICAL SYSTEM,BACK OVER PREVENTION,FORWARD COLLISION AVOIDANCE","Part - Control Unit, Smart Power - Acura 38320-TX4-A31 has been diagnosed as defective causing major electrical issues.  Dealer says it affects the safety features of the car yet they can't get a replacment part.   Afraid to allow my wife to drive not knowing if the safety features we paid for actually work.  Air bags? Electrical breakdown during operation?   A simple search finds it is a common problem with Acura and Hondas of this time period.",Vehicle,2017,ACURA,RDX
11509543,Honda (American Honda Motor Co.),false,false,0,0,02/24/2023,02/28/2023,5J8TB4H74HL,"FORWARD COLLISION AVOIDANCE,LANE DEPARTURE","While driving, all ADAS and Emmision System malfunctioned AND went offline (errors appear on main control panel and these features were no longer working). Fortunately, the car was otherwise still drivable without these features. It was brought to a local Acura dealer and they performed a software update which fixed the problem (at least so far after a week of driving).",Vehicle,2017,ACURA,RDX
11499553,Honda (American Honda Motor Co.),false,false,0,0,12/28/2022,12/30/2022,5J8TB4H5XHL,"POWER TRAIN,ELECTRICAL SYSTEM,LANE DEPARTURE","Since we have had the car we have had multiple issues with the car jerking and shifting hard after driving in S mode then going to standard mode. Dealership told us the transmission is ""sensitive"" in our model year and if we go 1 mile overdue for a transmission fluid flush we will have shudder/jerking/ hard shifting. (we have changed the transmission fluid 1-2x since have had the car, which is within range of recommended).   Last episode- battery was dead, jumpstarted and car jerking at low speeds to the point I did not drive it and had it told. We were also told their was a short in the circuit board that controlled acuralink and what charged the battery. Jerking transmission related per dealership.  lastly the sound for the blind spot monitoring is intermittently not working.",Vehicle,2017,ACURA,RDX
11496776,Honda (American Honda Motor Co.),false,false,0,0,10/26/2022,12/09/2022,5J8TB3H58HL,"POWER TRAIN,ELECTRICAL SYSTEM","Keyless entry system failed at under 50k miles.   When this Keyless Access Unit fails, you cannot start the car and the powertrain. The only way to resolve is to have the car towed to the dealership and have the part orders and installed at over $800.   In a worst case scenario, the driver could be stranded in unsafe conditions -- weather extremes (heat or cold) or parking at the side of the freeway unable to restart the car.   I believe this is a huge safety issue and too common for this model Acura. This is clearly a critical system component that has failed far before it should. There is no way to turn the vehicle on as this is a keyless entry vehicle.",Vehicle,2017,ACURA,RDX
11489112,Honda (American Honda Motor Co.),true,false,0,0,10/05/2022,10/13/2022,5J8TB3H53HL,POWER TRAIN,"The car accelerated rapidly when I came to a stop. When I brought it to, the dealership they found 3 problems with the transmission.  First, the transmission had overheated, there were problems in the clutch assembly, and I don't know the third.",Vehicle,2017,ACURA,RDX
11487059,Honda (American Honda Motor Co.),false,false,0,0,09/27/2022,09/29/2022,5J8TB4H31HL,POWER TRAIN,"While driving, the car slips into manual gear shift and is slow to accelerate and it will have a hard shift of gears from 20 - 60 mph.  The emissions check and transmission indicator lights are on.  I can not drive the car safely because of the jerks of gear shifts or the slow acceleration when driving on roads and highways. The car is being inspected for transmission issues with concerns that there is severe damage requiring a replacement of the transmission.",Vehicle,2017,ACURA,RDX
11486854,Honda (American Honda Motor Co.),true,true,0,1,06/24/2022,09/28/2022,5J8TB4H54HL,"UNKNOWN OR OTHER,FIRERELATED","The contact called on behalf of her mother who was the owner of a 2017 Acura RDX. The contact was reporting the complaint based on verbal information she received from a police officer. The contact stated her mother was driving out of her driveway when she drove into an embankment and the vehicle was stuck. The contact stated the police officers informed her, that the cause of the fire was due to the driver attempting to drive out of the embankment and reverse out of the embankment several times. The vehicle had caught on fire and the driver passed away in the vehicle as she was unable to exit the vehicle. The fire department was called and extinguished the fire. The contact stated she was awaiting the police department and fire department report. The vehicle was towed to the police towing lot. The failure caused was not determined by the insurance company, independent mechanic, or dealer. The manufacturer had not been informed of the failure. The failure mileage was unknown.",Vehicle,2017,ACURA,RDX
11480846,Honda (American Honda Motor Co.),false,false,0,0,08/23/2022,08/23/2022,5j8tb4h33hl,POWER TRAIN,Transmission slips and shifts hard causing the car to lurch foreward. It also loses power when accelerating.,Vehicle,2017,ACURA,RDX
