odiNumber,manufacturer,crash,fire,numberOfInjuries,numberOfDeaths,dateOfIncident,dateComplaintFiled,vin,components,summary,type,productYear,productMake,productModel
11639297,Honda (American Honda Motor Co.),false,false,0,0,01/29/2025,01/29/2025,5J8TC2H57KL,UNKNOWN OR OTHER,Rear windshield glass unexpectedly shattered while I started it up inside the garage,Vehicle,2019,ACURA,RDX
11639328,Honda (American Honda Motor Co.),false,false,0,0,12/10/2024,01/29/2025,5J8TC2H61KL,"ELECTRICAL SYSTEM,UNKNOWN OR OTHER,VISIBILITY/WIPER",Problem with rear back mirror defects after so long my back window shattered with no reason,Vehicle,2019,ACURA,RDX
11639334,Honda (American Honda Motor Co.),false,false,0,0,01/08/2025,01/29/2025,5J8TC2H52KL,UNKNOWN OR OTHER,El cristal de mi guagua de la parte trasera se me ha explotado 4 veces y me informa que es algo de fábrica con la guagua de este año necesito ya una ayuda urgente porque mi seguro de carro me ha subido debido ah tanto reporte por este caso,Vehicle,2019,ACURA,RDX
11639516,Honda (American Honda Motor Co.),false,false,0,0,01/29/2025,01/29/2025,5J8TC2H78KL,VISIBILITY/WIPER,"Rear window spontaneously shattered on a day I didn't operate the vehicle at all.  The previous week was abnormally cold in Maryland, but the day of the incident it was mild in the 40s.  The window shattered midmorning as the sun was shining on the rear of the car.",Vehicle,2019,ACURA,RDX
11638777,Honda (American Honda Motor Co.),false,false,0,0,12/21/2024,01/27/2025,5J8TC1H32KL,VISIBILITY/WIPER,"November 2022, my rear window shattered while parked in my parents driveway.  Did not know what happened so I called my insurance company (State Farm) they came out a few days later to replace it.  I reported it to my dealership and they said they have never heard of that happening before.  December 2024, my rear window shattered again while sitting in my garage, this time I called American Honda.  I made a complaint with them and told them this has happened before and they need to correct it. They told me they have never heard of this happening and I needed to report it to my dealership.  Again, I reported to the dealership and they told me the same thing.  My insurance covered the cost of the repair twice.  I'm following other Acura RDX owners who are having this same issue on Facebook.  Honda needs to recall these cars because this is a safety issue that needs to be correct.  There is also a class action lawsuit against American Honda.",Vehicle,2019,ACURA,RDX
11638969,Honda (American Honda Motor Co.),false,false,0,0,01/25/2025,01/27/2025,5J8TC2H34KL,UNKNOWN OR OTHER,"THE BACK WINDOW OF THE RDX RANDOMLY SHATTERED. I  HAD JUST FINISHED PUMPING GAS, CLOSED THE DOOR, AND THE WINDOW SHATTERED.  I HAD TO DRIVE HOME WITH A HOLE IN MY BACK WINDOW WITH GLASS FALLING AS I DROVE. I TOOK IT TO THE DEALER AND WAS TOLD BECAUSE MY CAR'S WARRANTY HAD EXPIRED,  I HAD TO PAY $1200, AND I HAD TO WAIT SIX DAYS BEFORE IT COULD BE FIXED.  HOWEVER, I WAS TOLD THIS IS A MANUFACTURER DEFEAT  THAT HAS TO DO WITH THE DEFROST SYSTEM. THE DEALER NEVER LOOKED AT THE DAMAGE. I HAD TO GO THROUGH MY  INSURANCE COMPANY. THERE WAS NO WARNING THAT THIS WOULD HAPPEN. I HAD TO GO ONLINE TO GAIN KNOWLEDGE THAT THIS IS A RECURRING ISSUE WITH RDXs from 2019-2023. I SHOULD NOT HAVE TO PUT OUT ANY MONEY FOR WHAT IS AN ACURA DEFECT.",Vehicle,2019,ACURA,RDX
11638664,Honda (American Honda Motor Co.),false,false,0,0,01/17/2025,01/26/2025,5J8TC2H51KL,VISIBILITY/WIPER,Rear windshield spontaneously shattered while parked.,Vehicle,2019,ACURA,RDX
11638384,Honda (American Honda Motor Co.),false,false,0,0,01/12/2022,01/24/2025,5J8TC2H63KL,VISIBILITY/WIPER,Want this documented as it was not previously back in 2022 when the glass shattered the first time.  A very cold January day in 2022. Used auto start and defroster. Came out of work whole back window was shattered. Got in vehicle shut door glass fell in and went everywhere.  Drove home with giant whole in back window about 8 miles and immediately put vehicle in garage.  Called Acura Customer Relations was informed they have never heard of this happening received a case#. Heard nothing after and NEVER was notified of any TSB’s. Both times vehicle was under warranty/extended warranty.,Vehicle,2019,ACURA,RDX
11637623,Honda (American Honda Motor Co.),false,false,0,0,12/05/2024,01/22/2025,5J8TC2H54KL,VISIBILITY/WIPER,Rear window in lift gate shattered upon normal door closure. Glass shards in the door.,Vehicle,2019,ACURA,RDX
11637395,Honda (American Honda Motor Co.),false,false,0,0,01/21/2025,01/21/2025,5J8TC1H61KL,UNKNOWN OR OTHER,"My back window just shattered again, I had to get it replaced the first time 11 months ago. I just left class and I see this has happened. I’m highly upset about this and I want to know why is this happening to my car?",Vehicle,2019,ACURA,RDX
11637433,Honda (American Honda Motor Co.),false,false,0,0,01/21/2025,01/21/2025,5J8TC2H79KL,"SERVICE BRAKES,FORWARD COLLISION AVOIDANCE",I was driving down the street at about 35mph and brakes engaged.,Vehicle,2019,ACURA,RDX
11637013,Honda (American Honda Motor Co.),false,false,0,0,01/17/2025,01/20/2025,5J8TC2H70KL,VISIBILITY/WIPER,"Opened front driver side door and closed door. At that time, rear window shattered with no warning or reason.",Vehicle,2019,ACURA,RDX
11637083,Honda (American Honda Motor Co.),false,false,0,0,01/20/2025,01/20/2025,5J8TC1H71KL,VISIBILITY/WIPER,"I went out to my car to leave work for lunch and discovered that my rear windshield had shattered between my arrival and leaving for lunch. I found out by closing my drivers' door and having a significant portion of the rear windshield fall into the back of the car, scattering glass everywhere. The entire rear glass was shattered and fell out of place with any movement of the car. There were no apparent cracks in the glass prior to shattering. The weather was unusually cold for this region, ranging between 16-22 degrees F when it shattered, and the car was parked in a parking deck, covered but exposed to the weather. Sky was clear and no rain/snow. I was on the 3rd level of the parking deck and backed into my space, facing the exterior of the deck, so no opportunity for a projectile to shatter the window.",Vehicle,2019,ACURA,RDX
11636033,Honda (American Honda Motor Co.),false,false,0,0,01/02/2025,01/15/2025,5J8TC1H67KL,VISIBILITY/WIPER,"Upon entering the vehicle while it was turned off, the rear window shattered unexpectedly when I closed the door, scattering pieces everywhere. If this had occurred while I was driving, the loud noise from the window breaking could have led to a serious accident. It startled me to the point where I ducked, as the sound was akin to a gunshot. This issue is reportedly common with the RDX, particularly the 2019 models. Unfortunately, the dealership informed me that it is not covered under warranty and there is no active recall. Due to the increased cost associated with my deductible, I opted for an aftermarket window installation. I am aware that a class action lawsuit is currently in progress regarding this matter, as well as Technical Service Bulletin 22-014, yet the dealership has declined to accept any responsibility.",Vehicle,2019,ACURA,RDX
11634776,Honda (American Honda Motor Co.),false,false,0,0,12/22/2024,01/08/2025,5J8TC2H63KL,VISIBILITY/WIPER,"Twice the back window on my 2019 Acura RDX has shattered in very cold temperatures.   This happened in January 2022 and December 2024. The vehicle was parked both times.  No warning just a loud boom noise. When getting in the car and gently closing the door after the glass shatters the glass fell into the back of the vehicle going everywhere.  This is a major safety issue as the shattered glass can severely injure an adult/baby/pet.  Twice this was replaced by my insurance company that I pay a pretty hefty premium on.  I have been in contact with American Honda and they seem to be aware of the issue but only offer to possibly issue a onetime good faith reimbursement for one window which does not resolve this safety concern from happening over and over again.  In 2022, the glass was replaced and the vehicle had to be taken to a body shop for the remaining glass to be vacuumed out and a solution applied to catch the remaining glass that rattled in the hatch.  Only 90% was removed.  In 2024 the glass was replaced 2 times as the first one was a defect and appeared wavy when driving.  The glass went everywhere when being replaced all over my garage and driveway.  The glass shop could only clean/vacuum so much. The glass continues to fall out of the tailgate when the hatch is opening/closing or when just pulling out of the driveway onto the road.  When contacting American Honda they refused to pay for the tailgate to be vacuumed and solution applied and informed that I need to contact my local dealer.  When I contacted my local Acura dealer they were willing to do the service but for a fee.  American Honda currently has a class action lawsuit out of California for this issue.  The only resolution is to replace the entire tailgate.  Please take this into consideration and hold American Honda accountable for their actions of negligence in keeping their very loyal customers safe and demand they issue a recall for all vehicle owners as our safety depends on it.",Vehicle,2019,ACURA,RDX
11633901,Honda (American Honda Motor Co.),false,false,0,0,12/26/2024,01/03/2025,5J8TC2H39KL,VISIBILITY/WIPER,"My rear windshield glass shattered with no external impact traveling at 15 mph on a side street. The sound was very shocking and distracting. It sounded like a gunshot struck our vehicle. All the glass shattered and broke for no apparent reason. We had a pet in the back seat and were very distressed from this incident. I had to tape up the rear window with a garbage bag and duct tape in order to drive the vehicle, prevent glass from falling on the road behind me, rain damage, which then left me with no visibility and safety issue. No one was harmed fortunately but we had to then have window replaced/repaired by Safelite who advised us to look for a recall as they felt it was unusual and not common. When we notified Acura there was no recall for this issue. There were no warnings or messages prior to this failure. It was a shocking sudden experience! Now we have glass remnants that rattle within the back panel as they couldn’t fully be removed due to the construction of the vehicle. My vehicle is available for inspection if requested. I also have photos of the damage when it happened.",Vehicle,2019,ACURA,RDX
11633222,Honda (American Honda Motor Co.),false,false,0,0,12/30/2024,12/30/2024,5J8TC2H60KL,VISIBILITY/WIPER,"Myself and family members were getting into my vehicle. The drivers side door was closed and the rear windshield spontaneously shattered. There were no cracks or defects in the windshield prior to this occurring. I see that there is currently a class action lawsuit against Honda as other drivers have experienced similar issues with spontaneous shattering of the rear windshield. Fortunately, nobody was injured as the incident occurred while stationary, but this could have the potential to be very dangerous as it caused quite a startle. If we were in motion, I could see how it could pose potential for accidents. The shattered glass also fell on my child’s stroller which has required careful inspection and cleaning to ensure no glass remained for our child to be exposed to.",Vehicle,2019,ACURA,RDX
11632985,Honda (American Honda Motor Co.),false,false,0,0,12/13/2024,12/29/2024,5J8TC2H64KL,VISIBILITY/WIPER,Back glass shattered for the second time. Closed back driver side door and the back glass popped.,Vehicle,2019,ACURA,RDX
11632489,Honda (American Honda Motor Co.),false,false,0,0,12/25/2024,12/26/2024,5J8TC2H5XKL,STRUCTURE,My ca was parked and the rear glass just shattered. Nothing hit it vehicle was just parked in my driveway and the glass made a popping noise when to check it and it was broken.,Vehicle,2019,ACURA,RDX
11632105,Honda (American Honda Motor Co.),false,false,0,0,12/22/2024,12/23/2024,5J8TC2H61KL,VISIBILITY/WIPER,"2019 Acura RDX.  purchased in March 2019.  In September 2021, the rear windshield/glass exploded on its own while parked in our driveway.  My wife started the vehicle and turned on the front and back defrosters.  While waiting for all glass to be visibly clear, the rear windhshield exploded without being struck by anything.  Windshield was repaired, however, small  pieces of broken glass still remain inside the tailgate panel, and both dealership and glass replacment facility reprensetatives indicated that the way the rear tailgate is desiged, it is impossible to get every piece of glass out.  Since September 2021 till now, you can hear pieces of glass moving around inside the rear tailgate, as if they were Maracas playing in a Latin band.  On 12/22/24, this time while driving the vehicle, we heard a very loud 'gunshot' sound coming from the rear of the car.  The noise was so startling that my wife's natural reaction (she was operating the vehicle at the time) was to duck, and in so doing, she pulled the steering wheel to the right (in the direction that my wife leaned).  Thankfully there were no pedestrians, vehicles, or any object.  Quickly after regaining control, she pulled over only to realize the rear windshield glass had shattered, yet again.    In calling the dealership, I'm told the vehicle is out of warranty, and there is nothing that can be done.  In 2021, while the vehicle was under manufacturer's warranty, they still did nothing, hence the reason why it was repaired at a facility in the secondary market.  This repair will now cost me $623.",Vehicle,2019,ACURA,RDX
11632227,Honda (American Honda Motor Co.),false,false,0,0,12/23/2024,12/23/2024,5J8TC2H31KL,UNKNOWN OR OTHER,My car was parked when my rear windshield shattered. I drove my car to the dealership and they said they will file a claim and wait for a response.,Vehicle,2019,ACURA,RDX
11632028,Honda (American Honda Motor Co.),false,false,0,0,12/22/2024,12/22/2024,5J8TC2H67KL,"STRUCTURE,VISIBILITY/WIPER",BACK WINDSHIELD SHATTERED OUT OF NO WHERE. THIS IS A COMMON PROBLEM FOR THIS specific MODEL,Vehicle,2019,ACURA,RDX
11631667,Honda (American Honda Motor Co.),false,false,0,0,12/17/2024,12/19/2024,5J8TC2H68KL,STRUCTURE,The rear window spontaneously exploded while parked in our garage this is the second time this has happened in two years,Vehicle,2019,ACURA,RDX
11631465,Honda (American Honda Motor Co.),false,false,0,0,12/16/2024,12/18/2024,5J8TC2H72KL,"UNKNOWN OR OTHER,VISIBILITY/WIPER","It is about 50 degrees clear, with no rain. I drive onto the highway and hear what sounds like a gunshot. The Rear window explodes, and then glass flies all over the car; I roll down my window, and then glass goes everywhere, and all my stuff in the car flies around. I pull over and assess; this is the same thing that happened to me last year. The window randomly exploded. I called my insurance company, and they replaced it, but now the glass is stuck in the door. I called three 3 Acuras, and they all mentioned they hadn't heard of the issue until I mentioned the bulletin; now they say they have heard of it before but don't know if there is a way to help. Primary safety concern and a bit of a coverup by Acura",Vehicle,2019,ACURA,RDX
11631530,Honda (American Honda Motor Co.),false,false,0,0,12/18/2024,12/18/2024,5J8TC2H6XKL,VISIBILITY/WIPER,Rear windshield shattered on its own.,Vehicle,2019,ACURA,RDX
